0   0   9.60619e-17
0   0.009   9.60619e-17
0   0.018   9.60619e-17
0   0.027   9.60619e-17
0   0.036   9.60619e-17
0   0.045   9.60619e-17
0   0.054   9.60619e-17
0   0.063   9.60619e-17
0   0.072   9.60619e-17
0   0.081   9.60619e-17
0   0.09   9.60619e-17
0   0.099   9.60619e-17
0   0.108   9.60619e-17
0   0.117   9.60619e-17
0   0.126   9.60619e-17
0   0.135   9.60619e-17
0   0.144   9.60619e-17
0   0.153   9.60619e-17
0   0.162   9.60619e-17
0   0.171   9.60619e-17
0   0.18   9.60619e-17
0   0.189   9.60619e-17
0   0.198   9.60619e-17
0   0.207   9.60619e-17
0   0.216   9.60619e-17
0   0.225   9.60619e-17
0   0.234   9.60619e-17
0   0.243   9.60619e-17
0   0.252   9.60619e-17
0   0.261   9.60619e-17
0   0.27   9.60619e-17
0   0.279   9.60619e-17
0   0.288   9.60619e-17
0   0.297   9.60619e-17
0   0.306   9.60619e-17
0   0.315   9.60619e-17
0   0.324   9.60619e-17
0   0.333   9.60619e-17
0   0.342   9.60619e-17
0   0.351   9.60619e-17
0   0.36   9.60619e-17
0   0.369   9.60619e-17
0   0.378   9.60619e-17
0   0.387   9.60619e-17
0   0.396   9.60619e-17
0   0.405   9.60619e-17
0   0.414   9.60619e-17
0   0.423   9.60619e-17
0   0.432   9.60619e-17
0   0.441   9.60619e-17
0   0.45   9.60619e-17
0   0.459   9.60619e-17
0   0.468   9.60619e-17
0   0.477   9.60619e-17
0   0.486   9.60619e-17
0   0.495   9.60619e-17
0   0.504   9.60619e-17
0   0.513   9.60619e-17
0   0.522   9.60619e-17
0   0.531   9.60619e-17
0   0.54   9.60619e-17
0   0.549   9.60619e-17
0   0.558   9.60619e-17
0   0.567   9.60619e-17
0   0.576   9.60619e-17
0   0.585   9.60619e-17
0   0.594   9.60619e-17
0   0.603   9.60619e-17
0   0.612   9.60619e-17
0   0.621   9.60619e-17
0   0.63   9.60619e-17
0   0.639   9.60619e-17
0   0.648   9.60619e-17
0   0.657   9.60619e-17
0   0.666   9.60619e-17
0   0.675   9.60619e-17
0   0.684   9.60619e-17
0   0.693   9.60619e-17
0   0.702   9.60619e-17
0   0.711   9.60619e-17
0   0.72   9.60619e-17
0   0.729   9.60619e-17
0   0.738   9.60619e-17
0   0.747   9.60619e-17
0   0.756   9.60619e-17
0   0.765   9.60619e-17
0   0.774   9.60619e-17
0   0.783   9.60619e-17
0   0.792   9.60619e-17
0   0.801   9.60619e-17
0   0.81   9.60619e-17
0   0.819   9.60619e-17
0   0.828   9.60619e-17
0   0.837   9.60619e-17
0   0.846   9.60619e-17
0   0.855   9.60619e-17
0   0.864   9.60619e-17
0   0.873   9.60619e-17
0   0.882   9.60619e-17
0   0.891   9.60619e-17
0   0.9   9.60619e-17
0   0.909   9.60619e-17
0   0.918   9.60619e-17
0   0.927   9.60619e-17
0   0.936   9.60619e-17
0   0.945   9.60619e-17
0   0.954   9.60619e-17
0   0.963   9.60619e-17
0   0.972   9.60619e-17
0   0.981   9.60619e-17
0   0.99   9.60619e-17
0   0.999   9.60619e-17
0   1.008   9.60619e-17
0   1.017   9.60619e-17
0   1.026   9.60619e-17
0   1.035   9.60619e-17
0   1.044   9.60619e-17
0   1.053   9.60619e-17
0   1.062   9.60619e-17
0   1.071   9.60619e-17
0   1.08   9.60619e-17
0   1.089   9.60619e-17
0   1.098   9.60619e-17
0   1.107   9.60619e-17
0   1.116   9.60619e-17
0   1.125   9.60619e-17
0   1.134   9.60619e-17
0   1.143   9.60619e-17
0   1.152   9.60619e-17
0   1.161   9.60619e-17
0   1.17   9.60619e-17
0   1.179   9.60619e-17
0   1.188   9.60619e-17
0   1.197   9.60619e-17
0   1.206   9.60619e-17
0   1.215   9.60619e-17
0   1.224   9.60619e-17
0   1.233   9.60619e-17
0   1.242   9.60619e-17
0   1.251   9.60619e-17
